topic,variable,discipline,location,value
cellular_biology_cancer,funding_total,Life Sciences,Blaenau Gwent,0.0
chemistry_biochemistry,funding_total,Engineering and Technology,Blaenau Gwent,0.0
classic_religious_history,funding_total,Arts and Humanities,Blaenau Gwent,0.0
climate_science,funding_total,Environmental Sciences,Blaenau Gwent,0.0
cognition_&_audio,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
computer_science,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
computer_vision,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
cosmology,funding_total,Physics,Blaenau Gwent,0.0
criminology_violence,funding_total,Social Sciences,Blaenau Gwent,0.0
cyber_security,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
data_methods,funding_total,Medical Science,Blaenau Gwent,0.0
design_&_heritage,funding_total,Arts and Humanities,Blaenau Gwent,0.0
development_studies,funding_total,Social Sciences,Blaenau Gwent,0.0
disease_infection_health,funding_total,Medical Science,Blaenau Gwent,0.0
drug_tests,funding_total,Medical Science,Blaenau Gwent,0.0
economics,funding_total,Social Sciences,Blaenau Gwent,1842770.0
ecosystems,funding_total,Environmental Sciences,Blaenau Gwent,0.0
education,funding_total,Social Sciences,Blaenau Gwent,0.0
electronics_transistors,funding_total,Engineering and Technology,Blaenau Gwent,0.0
energy_environmental,funding_total,Engineering and Technology,Blaenau Gwent,4753047.0
energy_transport_technology,funding_total,Engineering and Technology,Blaenau Gwent,3414327.0
environment,funding_total,Social Sciences,Blaenau Gwent,0.0
environmental_policy,funding_total,Environmental Sciences,Blaenau Gwent,0.0
epidemiology_immunology,funding_total,Life Sciences,Blaenau Gwent,0.0
evidence_for_policy,funding_total,Social Sciences,Blaenau Gwent,1842770.0
experiments,funding_total,Medical Science,Blaenau Gwent,0.0
gender_sexuality,funding_total,Social Sciences,Blaenau Gwent,0.0
genetics,funding_total,Medical Science,Blaenau Gwent,0.0
geology,funding_total,Environmental Sciences,Blaenau Gwent,0.0
health_interventions_policy,funding_total,Medical Science,Blaenau Gwent,0.0
health_social_issues,funding_total,Arts and Humanities,Blaenau Gwent,0.0
hidrology,funding_total,Environmental Sciences,Blaenau Gwent,0.0
imaging,funding_total,Life Sciences,Blaenau Gwent,0.0
industrial_application,funding_total,Life Sciences,Blaenau Gwent,0.0
ionisation_plasma,funding_total,Engineering and Technology,Blaenau Gwent,0.0
law,funding_total,Social Sciences,Blaenau Gwent,0.0
linguistics,funding_total,Arts and Humanities,Blaenau Gwent,0.0
literature,funding_total,Arts and Humanities,Blaenau Gwent,0.0
management,funding_total,Social Sciences,Blaenau Gwent,0.0
materials,funding_total,Engineering and Technology,Blaenau Gwent,0.0
mathematics,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
media_performance,funding_total,Arts and Humanities,Blaenau Gwent,0.0
medieval_modern_history,funding_total,Arts and Humanities,Blaenau Gwent,0.0
migration_colonial_history,funding_total,Arts and Humanities,Blaenau Gwent,0.0
military_history,funding_total,Arts and Humanities,Blaenau Gwent,0.0
minerals_fuels,funding_total,Environmental Sciences,Blaenau Gwent,0.0
modelling_&_sensors,funding_total,Environmental Sciences,Blaenau Gwent,0.0
modelling_measurement,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
networks,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
neurology,funding_total,Medical Science,Blaenau Gwent,0.0
neuroscience,funding_total,Life Sciences,Blaenau Gwent,0.0
nutrition_health,funding_total,Life Sciences,Blaenau Gwent,0.0
obesity_metabolism,funding_total,Medical Science,Blaenau Gwent,0.0
particle_physics,funding_total,Physics,Blaenau Gwent,0.0
philosophy,funding_total,Arts and Humanities,Blaenau Gwent,0.0
photonics_imaging_quantum,funding_total,Engineering and Technology,Blaenau Gwent,0.0
political_history,funding_total,Arts and Humanities,Blaenau Gwent,0.0
prosthetics_robotics_health,funding_total,Engineering and Technology,Blaenau Gwent,0.0
psychiatry_mental_health,funding_total,Medical Science,Blaenau Gwent,0.0
psychology,funding_total,Social Sciences,Blaenau Gwent,0.0
public_engagement_infrastructure,funding_total,Physics,Blaenau Gwent,0.0
reproduction_fertility,funding_total,Medical Science,Blaenau Gwent,0.0
respiratory_system,funding_total,Medical Science,Blaenau Gwent,0.0
robotics_cybernetics,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
security,funding_total,Engineering and Technology,Blaenau Gwent,0.0
sensors_data_telescopy,funding_total,Physics,Blaenau Gwent,0.0
social_care,funding_total,Social Sciences,Blaenau Gwent,0.0
social_history,funding_total,Arts and Humanities,Blaenau Gwent,1338720.0
social_history_identity,funding_total,Arts and Humanities,Blaenau Gwent,0.0
sociology,funding_total,Social Sciences,Blaenau Gwent,1842770.0
statistics_data_analysis,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
surgert_cardiology,funding_total,Medical Science,Blaenau Gwent,0.0
systems_infrastructure,funding_total,Engineering and Technology,Blaenau Gwent,4753047.0
theoretical_physics,funding_total,Physics,Blaenau Gwent,0.0
transport_communications,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
visual,funding_total,Arts and Humanities,Blaenau Gwent,0.0
ageing,count_lq,Medical Science,Torfaen,0.0
agriculture_plant_biology_entomology,count_lq,Life Sciences,Torfaen,0.0
applications_devices_users,count_lq,Mathematics and Computing,Torfaen,1.6108687120530043
archaeology,count_lq,Arts and Humanities,Torfaen,0.0
architecture_spatial,count_lq,Arts and Humanities,Torfaen,0.0
astronomy,count_lq,Physics,Torfaen,0.0
astrophysics,count_lq,Physics,Torfaen,0.0
bio_informatics,count_lq,Life Sciences,Torfaen,0.0
biopharmaceuticals,count_lq,Life Sciences,Torfaen,0.0
bones_muscles,count_lq,Life Sciences,Torfaen,0.0
carbon_greenhouse_pollution,count_lq,Environmental Sciences,Torfaen,0.0
cells_cancer,count_lq,Medical Science,Torfaen,0.0
cellular_biology_cancer,count_lq,Life Sciences,Torfaen,0.0
chemistry_biochemistry,count_lq,Engineering and Technology,Torfaen,0.0
classic_religious_history,count_lq,Arts and Humanities,Torfaen,0.0
climate_science,count_lq,Environmental Sciences,Torfaen,0.0
cognition_&_audio,count_lq,Mathematics and Computing,Torfaen,0.0
computer_science,count_lq,Mathematics and Computing,Torfaen,0.0
computer_vision,count_lq,Mathematics and Computing,Torfaen,0.0
cosmology,count_lq,Physics,Torfaen,0.0
criminology_violence,count_lq,Social Sciences,Torfaen,0.0
cyber_security,count_lq,Mathematics and Computing,Torfaen,0.0
data_methods,count_lq,Medical Science,Torfaen,0.0
design_&_heritage,count_lq,Arts and Humanities,Torfaen,2.1569372961778024
development_studies,count_lq,Social Sciences,Torfaen,0.0
disease_infection_health,count_lq,Medical Science,Torfaen,0.0
drug_tests,count_lq,Medical Science,Torfaen,0.0
economics,count_lq,Social Sciences,Torfaen,0.0
ecosystems,count_lq,Environmental Sciences,Torfaen,0.0
education,count_lq,Social Sciences,Torfaen,0.0
electronics_transistors,count_lq,Engineering and Technology,Torfaen,2.05925925925926
energy_environmental,count_lq,Engineering and Technology,Torfaen,5.836428117367593
energy_transport_technology,count_lq,Engineering and Technology,Torfaen,10.148051192553812
environment,count_lq,Social Sciences,Torfaen,0.0
environmental_policy,count_lq,Environmental Sciences,Torfaen,0.0
epidemiology_immunology,count_lq,Life Sciences,Torfaen,0.0
evidence_for_policy,count_lq,Social Sciences,Torfaen,2.496976203256396
experiments,count_lq,Medical Science,Torfaen,0.0
gender_sexuality,count_lq,Social Sciences,Torfaen,0.0
genetics,count_lq,Medical Science,Torfaen,0.0
geology,count_lq,Environmental Sciences,Torfaen,0.0
health_interventions_policy,count_lq,Medical Science,Torfaen,0.0
health_social_issues,count_lq,Arts and Humanities,Torfaen,0.0
hidrology,count_lq,Environmental Sciences,Torfaen,0.0
imaging,count_lq,Life Sciences,Torfaen,0.0
industrial_application,count_lq,Life Sciences,Torfaen,0.0
ionisation_plasma,count_lq,Engineering and Technology,Torfaen,0.0
law,count_lq,Social Sciences,Torfaen,0.0
linguistics,count_lq,Arts and Humanities,Torfaen,0.0
literature,count_lq,Arts and Humanities,Torfaen,0.0
management,count_lq,Social Sciences,Torfaen,0.0
materials,count_lq,Engineering and Technology,Torfaen,0.0
mathematics,count_lq,Mathematics and Computing,Torfaen,0.0
media_performance,count_lq,Arts and Humanities,Torfaen,0.0
medieval_modern_history,count_lq,Arts and Humanities,Torfaen,0.0
migration_colonial_history,count_lq,Arts and Humanities,Torfaen,0.0
military_history,count_lq,Arts and Humanities,Torfaen,0.0
minerals_fuels,count_lq,Environmental Sciences,Torfaen,0.0
modelling_&_sensors,count_lq,Environmental Sciences,Torfaen,0.0
modelling_measurement,count_lq,Mathematics and Computing,Torfaen,1.857032601463739
networks,count_lq,Mathematics and Computing,Torfaen,0.0
neurology,count_lq,Medical Science,Torfaen,0.0
neuroscience,count_lq,Life Sciences,Torfaen,0.0
nutrition_health,count_lq,Life Sciences,Torfaen,0.0
obesity_metabolism,count_lq,Medical Science,Torfaen,0.0
particle_physics,count_lq,Physics,Torfaen,0.0
philosophy,count_lq,Arts and Humanities,Torfaen,10.004014336917562
photonics_imaging_quantum,count_lq,Engineering and Technology,Torfaen,0.0
political_history,count_lq,Arts and Humanities,Torfaen,0.0
prosthetics_robotics_health,count_lq,Engineering and Technology,Torfaen,0.0
psychiatry_mental_health,count_lq,Medical Science,Torfaen,0.0
psychology,count_lq,Social Sciences,Torfaen,0.0
public_engagement_infrastructure,count_lq,Physics,Torfaen,0.0
reproduction_fertility,count_lq,Medical Science,Torfaen,0.0
respiratory_system,count_lq,Medical Science,Torfaen,0.0
robotics_cybernetics,count_lq,Mathematics and Computing,Torfaen,10.33748148148148
security,count_lq,Engineering and Technology,Torfaen,48.57839042049568
sensors_data_telescopy,count_lq,Physics,Torfaen,0.0
social_care,count_lq,Social Sciences,Torfaen,0.0
social_history,count_lq,Arts and Humanities,Torfaen,1.3630645413345834
social_history_identity,count_lq,Arts and Humanities,Torfaen,34.15467449828683
sociology,count_lq,Social Sciences,Torfaen,0.0
statistics_data_analysis,count_lq,Mathematics and Computing,Torfaen,0.0
surgert_cardiology,count_lq,Medical Science,Torfaen,0.0
systems_infrastructure,count_lq,Engineering and Technology,Torfaen,0.441772712883824
theoretical_physics,count_lq,Physics,Torfaen,0.0
transport_communications,count_lq,Mathematics and Computing,Torfaen,0.0
visual,count_lq,Arts and Humanities,Torfaen,0.0
ageing,count_total,Medical Science,Torfaen,0.0
agriculture_plant_biology_entomology,count_total,Life Sciences,Torfaen,0.0
applications_devices_users,count_total,Mathematics and Computing,Torfaen,1.0
archaeology,count_total,Arts and Humanities,Torfaen,0.0
architecture_spatial,count_total,Arts and Humanities,Torfaen,0.0
astronomy,count_total,Physics,Torfaen,0.0
astrophysics,count_total,Physics,Torfaen,0.0
bio_informatics,count_total,Life Sciences,Torfaen,0.0
biopharmaceuticals,count_total,Life Sciences,Torfaen,0.0
bones_muscles,count_total,Life Sciences,Torfaen,0.0
carbon_greenhouse_pollution,count_total,Environmental Sciences,Torfaen,0.0
cells_cancer,count_total,Medical Science,Torfaen,0.0
cellular_biology_cancer,count_total,Life Sciences,Torfaen,0.0
chemistry_biochemistry,count_total,Engineering and Technology,Torfaen,0.0
classic_religious_history,count_total,Arts and Humanities,Torfaen,0.0
climate_science,count_total,Environmental Sciences,Torfaen,0.0
cognition_&_audio,count_total,Mathematics and Computing,Torfaen,0.0
computer_science,count_total,Mathematics and Computing,Torfaen,0.0
computer_vision,count_total,Mathematics and Computing,Torfaen,0.0
cosmology,count_total,Physics,Torfaen,0.0
criminology_violence,count_total,Social Sciences,Torfaen,0.0
cyber_security,count_total,Mathematics and Computing,Torfaen,0.0
data_methods,count_total,Medical Science,Torfaen,0.0
design_&_heritage,count_total,Arts and Humanities,Torfaen,2.0
development_studies,count_total,Social Sciences,Torfaen,0.0
disease_infection_health,count_total,Medical Science,Torfaen,0.0
drug_tests,count_total,Medical Science,Torfaen,0.0
economics,count_total,Social Sciences,Torfaen,0.0
ecosystems,count_total,Environmental Sciences,Torfaen,0.0
education,count_total,Social Sciences,Torfaen,0.0
electronics_transistors,count_total,Engineering and Technology,Torfaen,1.0
energy_environmental,count_total,Engineering and Technology,Torfaen,5.0
energy_transport_technology,count_total,Engineering and Technology,Torfaen,6.0
environment,count_total,Social Sciences,Torfaen,0.0
environmental_policy,count_total,Environmental Sciences,Torfaen,0.0
epidemiology_immunology,count_total,Life Sciences,Torfaen,0.0
evidence_for_policy,count_total,Social Sciences,Torfaen,1.0
experiments,count_total,Medical Science,Torfaen,0.0
gender_sexuality,count_total,Social Sciences,Torfaen,0.0
genetics,count_total,Medical Science,Torfaen,0.0
geology,count_total,Environmental Sciences,Torfaen,0.0
health_interventions_policy,count_total,Medical Science,Torfaen,0.0
health_social_issues,count_total,Arts and Humanities,Torfaen,0.0
hidrology,count_total,Environmental Sciences,Torfaen,0.0
imaging,count_total,Life Sciences,Torfaen,0.0
industrial_application,count_total,Life Sciences,Torfaen,0.0
ionisation_plasma,count_total,Engineering and Technology,Torfaen,0.0
law,count_total,Social Sciences,Torfaen,0.0
linguistics,count_total,Arts and Humanities,Torfaen,0.0
literature,count_total,Arts and Humanities,Torfaen,0.0
management,count_total,Social Sciences,Torfaen,0.0
materials,count_total,Engineering and Technology,Torfaen,0.0
mathematics,count_total,Mathematics and Computing,Torfaen,0.0
media_performance,count_total,Arts and Humanities,Torfaen,0.0
medieval_modern_history,count_total,Arts and Humanities,Torfaen,0.0
migration_colonial_history,count_total,Arts and Humanities,Torfaen,0.0
military_history,count_total,Arts and Humanities,Torfaen,0.0
minerals_fuels,count_total,Environmental Sciences,Torfaen,0.0
modelling_&_sensors,count_total,Environmental Sciences,Torfaen,0.0
modelling_measurement,count_total,Mathematics and Computing,Torfaen,1.0
networks,count_total,Mathematics and Computing,Torfaen,0.0
neurology,count_total,Medical Science,Torfaen,0.0
neuroscience,count_total,Life Sciences,Torfaen,0.0
nutrition_health,count_total,Life Sciences,Torfaen,0.0
obesity_metabolism,count_total,Medical Science,Torfaen,0.0
particle_physics,count_total,Physics,Torfaen,0.0
philosophy,count_total,Arts and Humanities,Torfaen,1.0
photonics_imaging_quantum,count_total,Engineering and Technology,Torfaen,0.0
political_history,count_total,Arts and Humanities,Torfaen,0.0
prosthetics_robotics_health,count_total,Engineering and Technology,Torfaen,0.0
psychiatry_mental_health,count_total,Medical Science,Torfaen,0.0
psychology,count_total,Social Sciences,Torfaen,0.0
public_engagement_infrastructure,count_total,Physics,Torfaen,0.0
reproduction_fertility,count_total,Medical Science,Torfaen,0.0
respiratory_system,count_total,Medical Science,Torfaen,0.0
robotics_cybernetics,count_total,Mathematics and Computing,Torfaen,1.0
security,count_total,Engineering and Technology,Torfaen,5.0
sensors_data_telescopy,count_total,Physics,Torfaen,0.0
social_care,count_total,Social Sciences,Torfaen,0.0
social_history,count_total,Arts and Humanities,Torfaen,1.0
social_history_identity,count_total,Arts and Humanities,Torfaen,1.0
sociology,count_total,Social Sciences,Torfaen,0.0
statistics_data_analysis,count_total,Mathematics and Computing,Torfaen,0.0
surgert_cardiology,count_total,Medical Science,Torfaen,0.0
systems_infrastructure,count_total,Engineering and Technology,Torfaen,1.0
theoretical_physics,count_total,Physics,Torfaen,0.0
transport_communications,count_total,Mathematics and Computing,Torfaen,0.0
visual,count_total,Arts and Humanities,Torfaen,0.0
ageing,funding_lq,Medical Science,Torfaen,0.0
agriculture_plant_biology_entomology,funding_lq,Life Sciences,Torfaen,0.0
applications_devices_users,funding_lq,Mathematics and Computing,Torfaen,2.4288141995776797
archaeology,funding_lq,Arts and Humanities,Torfaen,0.0
architecture_spatial,funding_lq,Arts and Humanities,Torfaen,0.0
astronomy,funding_lq,Physics,Torfaen,0.0
astrophysics,funding_lq,Physics,Torfaen,0.0
bio_informatics,funding_lq,Life Sciences,Torfaen,0.0
biopharmaceuticals,funding_lq,Life Sciences,Torfaen,0.0
bones_muscles,funding_lq,Life Sciences,Torfaen,0.0
carbon_greenhouse_pollution,funding_lq,Environmental Sciences,Torfaen,0.0
cells_cancer,funding_lq,Medical Science,Torfaen,0.0
cellular_biology_cancer,funding_lq,Life Sciences,Torfaen,0.0
chemistry_biochemistry,funding_lq,Engineering and Technology,Torfaen,0.0
classic_religious_history,funding_lq,Arts and Humanities,Torfaen,0.0
climate_science,funding_lq,Environmental Sciences,Torfaen,0.0
cognition_&_audio,funding_lq,Mathematics and Computing,Torfaen,0.0
computer_science,funding_lq,Mathematics and Computing,Torfaen,0.0
computer_vision,funding_lq,Mathematics and Computing,Torfaen,0.0
