,research_topic,metric,discipline,year,location,value
40455,law,count_lq,Social Sciences,2007_2008,Newport,0.0
40456,linguistics,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40457,literature,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40458,management,count_lq,Social Sciences,2007_2008,Newport,0.0
40459,materials,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40460,mathematics,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40461,media_performance,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40462,medieval_modern_history,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40463,migration_colonial_history,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40464,military_history,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40465,minerals_fuels,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40466,modelling_&_sensors,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40467,modelling_measurement,count_lq,Mathematics and Computing,2007_2008,Newport,72.0625
40468,networks,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40469,neurology,count_lq,Medical Science,2007_2008,Newport,0.0
40470,neuroscience,count_lq,Life Sciences,2007_2008,Newport,0.0
40471,nutrition_health,count_lq,Life Sciences,2007_2008,Newport,0.0
40472,obesity_metabolism,count_lq,Medical Science,2007_2008,Newport,0.0
40473,particle_physics,count_lq,Physics,2007_2008,Newport,0.0
40474,philosophy,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40475,photonics_imaging_quantum,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40476,political_history,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40477,prosthetics_robotics_health,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40478,psychiatry_mental_health,count_lq,Medical Science,2007_2008,Newport,0.0
40479,psychology,count_lq,Social Sciences,2007_2008,Newport,0.0
40480,public_engagement_infrastructure,count_lq,Physics,2007_2008,Newport,0.0
40481,reproduction_fertility,count_lq,Medical Science,2007_2008,Newport,0.0
40482,respiratory_system,count_lq,Medical Science,2007_2008,Newport,0.0
40483,robotics_cybernetics,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40484,security,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40485,sensors_data_telescopy,count_lq,Physics,2007_2008,Newport,0.0
40486,social_care,count_lq,Social Sciences,2007_2008,Newport,0.0
40487,social_history,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40488,social_history_identity,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40489,sociology,count_lq,Social Sciences,2007_2008,Newport,0.0
40490,statistics_data_analysis,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40491,surgert_cardiology,count_lq,Medical Science,2007_2008,Newport,0.0
40492,systems_infrastructure,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40493,theoretical_physics,count_lq,Physics,2007_2008,Newport,0.0
40494,transport_communications,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40495,visual,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40496,ageing,funding_total,Medical Science,2007_2008,Newport,0.0
40497,agriculture_plant_biology_entomology,funding_total,Life Sciences,2007_2008,Newport,0.0
40498,applications_devices_users,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40499,archaeology,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40500,architecture_spatial,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40501,astronomy,funding_total,Physics,2007_2008,Newport,0.0
40502,astrophysics,funding_total,Physics,2007_2008,Newport,0.0
40503,bio_informatics,funding_total,Life Sciences,2007_2008,Newport,0.0
40504,biopharmaceuticals,funding_total,Life Sciences,2007_2008,Newport,0.0
40505,bones_muscles,funding_total,Life Sciences,2007_2008,Newport,0.0
40506,carbon_greenhouse_pollution,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40507,cells_cancer,funding_total,Medical Science,2007_2008,Newport,0.0
40508,cellular_biology_cancer,funding_total,Life Sciences,2007_2008,Newport,0.0
40509,chemistry_biochemistry,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40510,classic_religious_history,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40511,climate_science,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40512,cognition_&_audio,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40513,computer_science,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40514,computer_vision,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40515,cosmology,funding_total,Physics,2007_2008,Newport,0.0
40516,criminology_violence,funding_total,Social Sciences,2007_2008,Newport,0.0
40517,cyber_security,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40518,data_methods,funding_total,Medical Science,2007_2008,Newport,0.0
40519,design_&_heritage,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40520,development_studies,funding_total,Social Sciences,2007_2008,Newport,0.0
40521,disease_infection_health,funding_total,Medical Science,2007_2008,Newport,0.0
40522,drug_tests,funding_total,Medical Science,2007_2008,Newport,0.0
40523,economics,funding_total,Social Sciences,2007_2008,Newport,0.0
40524,ecosystems,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40525,education,funding_total,Social Sciences,2007_2008,Newport,0.0
40526,electronics_transistors,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40527,energy_environmental,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40528,energy_transport_technology,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40529,environment,funding_total,Social Sciences,2007_2008,Newport,0.0
40530,environmental_policy,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40531,epidemiology_immunology,funding_total,Life Sciences,2007_2008,Newport,0.0
40532,evidence_for_policy,funding_total,Social Sciences,2007_2008,Newport,0.0
40533,experiments,funding_total,Medical Science,2007_2008,Newport,0.0
40534,gender_sexuality,funding_total,Social Sciences,2007_2008,Newport,0.0
40535,genetics,funding_total,Medical Science,2007_2008,Newport,0.0
40536,geology,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40537,health_interventions_policy,funding_total,Medical Science,2007_2008,Newport,0.0
40538,health_social_issues,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40539,hidrology,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40540,imaging,funding_total,Life Sciences,2007_2008,Newport,0.0
40541,industrial_application,funding_total,Life Sciences,2007_2008,Newport,0.0
40542,ionisation_plasma,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40543,law,funding_total,Social Sciences,2007_2008,Newport,0.0
40544,linguistics,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40545,literature,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40546,management,funding_total,Social Sciences,2007_2008,Newport,0.0
40547,materials,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40548,mathematics,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40549,media_performance,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40550,medieval_modern_history,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40551,migration_colonial_history,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40552,military_history,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40553,minerals_fuels,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40554,modelling_&_sensors,funding_total,Environmental Sciences,2007_2008,Newport,0.0
40555,modelling_measurement,funding_total,Mathematics and Computing,2007_2008,Newport,130548.0
40556,networks,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40557,neurology,funding_total,Medical Science,2007_2008,Newport,0.0
40558,neuroscience,funding_total,Life Sciences,2007_2008,Newport,0.0
40559,nutrition_health,funding_total,Life Sciences,2007_2008,Newport,0.0
40560,obesity_metabolism,funding_total,Medical Science,2007_2008,Newport,0.0
40561,particle_physics,funding_total,Physics,2007_2008,Newport,0.0
40562,philosophy,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40563,photonics_imaging_quantum,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40564,political_history,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40565,prosthetics_robotics_health,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40566,psychiatry_mental_health,funding_total,Medical Science,2007_2008,Newport,0.0
40567,psychology,funding_total,Social Sciences,2007_2008,Newport,0.0
40568,public_engagement_infrastructure,funding_total,Physics,2007_2008,Newport,0.0
40569,reproduction_fertility,funding_total,Medical Science,2007_2008,Newport,0.0
40570,respiratory_system,funding_total,Medical Science,2007_2008,Newport,0.0
40571,robotics_cybernetics,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40572,security,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40573,sensors_data_telescopy,funding_total,Physics,2007_2008,Newport,0.0
40574,social_care,funding_total,Social Sciences,2007_2008,Newport,0.0
40575,social_history,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40576,social_history_identity,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40577,sociology,funding_total,Social Sciences,2007_2008,Newport,0.0
40578,statistics_data_analysis,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40579,surgert_cardiology,funding_total,Medical Science,2007_2008,Newport,0.0
40580,systems_infrastructure,funding_total,Engineering and Technology,2007_2008,Newport,0.0
40581,theoretical_physics,funding_total,Physics,2007_2008,Newport,0.0
40582,transport_communications,funding_total,Mathematics and Computing,2007_2008,Newport,0.0
40583,visual,funding_total,Arts and Humanities,2007_2008,Newport,0.0
40584,ageing,funding_lq,Medical Science,2007_2008,Newport,0.0
40585,agriculture_plant_biology_entomology,funding_lq,Life Sciences,2007_2008,Newport,0.0
40586,applications_devices_users,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40587,archaeology,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40588,architecture_spatial,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40589,astronomy,funding_lq,Physics,2007_2008,Newport,0.0
40590,astrophysics,funding_lq,Physics,2007_2008,Newport,0.0
40591,bio_informatics,funding_lq,Life Sciences,2007_2008,Newport,0.0
40592,biopharmaceuticals,funding_lq,Life Sciences,2007_2008,Newport,0.0
40593,bones_muscles,funding_lq,Life Sciences,2007_2008,Newport,0.0
40594,carbon_greenhouse_pollution,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40595,cells_cancer,funding_lq,Medical Science,2007_2008,Newport,0.0
40596,cellular_biology_cancer,funding_lq,Life Sciences,2007_2008,Newport,0.0
40597,chemistry_biochemistry,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40598,classic_religious_history,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40599,climate_science,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40600,cognition_&_audio,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40601,computer_science,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40602,computer_vision,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40603,cosmology,funding_lq,Physics,2007_2008,Newport,0.0
40604,criminology_violence,funding_lq,Social Sciences,2007_2008,Newport,0.0
40605,cyber_security,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40606,data_methods,funding_lq,Medical Science,2007_2008,Newport,0.0
40607,design_&_heritage,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40608,development_studies,funding_lq,Social Sciences,2007_2008,Newport,0.0
40609,disease_infection_health,funding_lq,Medical Science,2007_2008,Newport,0.0
40610,drug_tests,funding_lq,Medical Science,2007_2008,Newport,0.0
40611,economics,funding_lq,Social Sciences,2007_2008,Newport,0.0
40612,ecosystems,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40613,education,funding_lq,Social Sciences,2007_2008,Newport,0.0
40614,electronics_transistors,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40615,energy_environmental,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40616,energy_transport_technology,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40617,environment,funding_lq,Social Sciences,2007_2008,Newport,0.0
40618,environmental_policy,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40619,epidemiology_immunology,funding_lq,Life Sciences,2007_2008,Newport,0.0
40620,evidence_for_policy,funding_lq,Social Sciences,2007_2008,Newport,0.0
40621,experiments,funding_lq,Medical Science,2007_2008,Newport,0.0
40622,gender_sexuality,funding_lq,Social Sciences,2007_2008,Newport,0.0
40623,genetics,funding_lq,Medical Science,2007_2008,Newport,0.0
40624,geology,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40625,health_interventions_policy,funding_lq,Medical Science,2007_2008,Newport,0.0
40626,health_social_issues,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40627,hidrology,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40628,imaging,funding_lq,Life Sciences,2007_2008,Newport,0.0
40629,industrial_application,funding_lq,Life Sciences,2007_2008,Newport,0.0
40630,ionisation_plasma,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40631,law,funding_lq,Social Sciences,2007_2008,Newport,0.0
40632,linguistics,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40633,literature,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40634,management,funding_lq,Social Sciences,2007_2008,Newport,0.0
40635,materials,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40636,mathematics,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40637,media_performance,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40638,medieval_modern_history,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40639,migration_colonial_history,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40640,military_history,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40641,minerals_fuels,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40642,modelling_&_sensors,funding_lq,Environmental Sciences,2007_2008,Newport,0.0
40643,modelling_measurement,funding_lq,Mathematics and Computing,2007_2008,Newport,79.71472156930515
40644,networks,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40645,neurology,funding_lq,Medical Science,2007_2008,Newport,0.0
40646,neuroscience,funding_lq,Life Sciences,2007_2008,Newport,0.0
40647,nutrition_health,funding_lq,Life Sciences,2007_2008,Newport,0.0
40648,obesity_metabolism,funding_lq,Medical Science,2007_2008,Newport,0.0
40649,particle_physics,funding_lq,Physics,2007_2008,Newport,0.0
40650,philosophy,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40651,photonics_imaging_quantum,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40652,political_history,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40653,prosthetics_robotics_health,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40654,psychiatry_mental_health,funding_lq,Medical Science,2007_2008,Newport,0.0
40655,psychology,funding_lq,Social Sciences,2007_2008,Newport,0.0
40656,public_engagement_infrastructure,funding_lq,Physics,2007_2008,Newport,0.0
40657,reproduction_fertility,funding_lq,Medical Science,2007_2008,Newport,0.0
40658,respiratory_system,funding_lq,Medical Science,2007_2008,Newport,0.0
40659,robotics_cybernetics,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40660,security,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40661,sensors_data_telescopy,funding_lq,Physics,2007_2008,Newport,0.0
40662,social_care,funding_lq,Social Sciences,2007_2008,Newport,0.0
40663,social_history,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40664,social_history_identity,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
40665,sociology,funding_lq,Social Sciences,2007_2008,Newport,0.0
40666,statistics_data_analysis,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40667,surgert_cardiology,funding_lq,Medical Science,2007_2008,Newport,0.0
40668,systems_infrastructure,funding_lq,Engineering and Technology,2007_2008,Newport,0.0
40669,theoretical_physics,funding_lq,Physics,2007_2008,Newport,0.0
40670,transport_communications,funding_lq,Mathematics and Computing,2007_2008,Newport,0.0
40671,visual,funding_lq,Arts and Humanities,2007_2008,Newport,0.0
